gene1,gene2
HECW1,TNS4
HECW1,TONSL
HECW1,TP53
HECW1,TPTE
HECW1,TRIM17
HECW1,TRIP10
HECW1,TRPC7
HECW1,TRPM1
HECW1,TRPM2
HECW1,TRPS1
HECW1,TSC2
HECW1,TSSK1B
HECW1,TTC21B
HECW1,TTC28
HECW1,TTN
HECW1,TUBB3
HECW1,TUBB4A
HECW1,TUBGCP5
HECW1,TXNRD2
HECW1,UBAP2L
HECW1,UBE2L3
HECW1,UBE2O
HECW1,UROS
HECW1,USH2A
HECW1,USP18
HECW1,USP22
HECW1,VCAN
HECW1,VPS72
HECW1,VWA1
HECW1,WDR55
HECW1,WDR6
HECW1,WIPF1
HECW1,WIZ
HECW1,WLS
HECW1,WRNIP1
HECW1,XK
HECW1,XYLT1
HECW1,YTHDF1
HECW1,ZBED4
HECW1,ZC4H2
HECW1,ZEB1
HECW1,ZEB2
HECW1,ZFPM2
HECW1,ZMYM3
HECW1,ZMYM6
HECW1,ZNF175
HECW1,ZNF208
HECW1,ZNF257
HECW1,ZNF287
HECW1,ZNF337
HECW1,ZNF358
HECW1,ZNF395
HECW1,ZNF423
HECW1,ZNF43
HECW1,ZNF45
HECW1,ZNF512B
HECW1,ZNF607
HECW1,ZNF646
HECW1,ZNF668
HECW1,ZNF786
HECW1,ZNF804A
HECW1,ZNF862
HECW1,ZNF91
HECW1,ZSCAN12
HECW1,ZSCAN18
HECW1,ZSCAN31
HECW1,ZXDC
HEG1,ABCA2
HEG1,SOX9
HELLS,EPN1
HELLS,FASN
HELLS,FBXW7
HELLS,HSPG2
HELLS,PC
HELLS,PLXNB3
HELLS,SOX9
HELLS,TP53
HELLS,ZXDB
HELZ,DAZAP1
HELZ,FBRS
HELZ,GSPT2
HELZ,HTR1A
HELZ,MNT
HELZ,NRAS
HELZ,PDE4A
HELZ,PPFIA3
HELZ,RXFP3
HELZ,SOX9
HELZ,TP53
HEPH,ACVR1B
HEPH,CUL7
HEPH,FBXW7
HEPH,JAG2
HEPH,KCNS3
HEPH,KHSRP
HEPH,KIF1A
HEPH,LAMA1
HEPH,MCM4
HEPH,MTMR6
HEPH,PIK3CA
HEPH,PPP2R2A
HEPH,SALL4
HEPH,SIN3B
HEPH,SOX9
HEPH,TET3
HEPH,TP53
HEPH,UNC5B
HERC1,DPEP1
HERC1,EPHB1
HERC1,GPR50
HERC1,PARVB
HERC1,RBM10
HERC1,SLC1A4
HERC1,SOX9
HERC1,TBC1D13
HERC1,TP53
HERC2,ACTL6B
HERC2,ADAM29
HERC2,ALS2CL
HERC2,APLP1
HERC2,APPBP2
HERC2,BAHD1
HERC2,BEST2
HERC2,C5orf15
HERC2,CA2
HERC2,CACNA1E
HERC2,CBX2
HERC2,CD8A
HERC2,CDH3
HERC2,CDH9
HERC2,COL6A2
HERC2,COL6A3
HERC2,COLGALT1
HERC2,CSRNP3
HERC2,DAB2
HERC2,DCLK1
HERC2,DECR2
HERC2,EFNB3
HERC2,EIF4A2
HERC2,EMID1
HERC2,EPHB1
HERC2,EPS8L3
HERC2,FA2H
HERC2,FGF2
HERC2,FLG
HERC2,FPR1
HERC2,GRIK3
HERC2,GRM3
HERC2,GSPT2
HERC2,GUCA2B
HERC2,HYDIN
HERC2,IGF1R
HERC2,KLF5
HERC2,KLF7
HERC2,KNOP1
HERC2,LMO3
HERC2,LRP1B
HERC2,MAB21L2
HERC2,MASP2
HERC2,MEFV
HERC2,MYOZ3
HERC2,MYRF
HERC2,NBPF10
HERC2,NDST1
HERC2,NFATC2
HERC2,NR1H3
HERC2,NRAS
HERC2,NSA2
HERC2,PARVB
HERC2,PCDHGA9
HERC2,PHLPP2
HERC2,PIP5K1A
HERC2,PLEKHG3
HERC2,PLEKHH3
HERC2,PPP6R1
HERC2,PRIM2
HERC2,PRPH
HERC2,RALYL
HERC2,RBMXL2
HERC2,RFPL3
HERC2,RIMS2
HERC2,RYR1
HERC2,SCD
HERC2,SEPHS1
HERC2,SH3GL1
HERC2,SLC30A2
HERC2,SLC5A5
HERC2,SLC6A3
HERC2,SMC2
HERC2,SNAI1
HERC2,SOX9
HERC2,SPI1
HERC2,ST3GAL4
HERC2,ST6GAL1
HERC2,STUB1
HERC2,SULT1A1
HERC2,TAB2
HERC2,TCF7L2
HERC2,TFR2
HERC2,TGIF1
HERC2,THOP1
HERC2,TIMP2
HERC2,TNFRSF14
HERC2,TP53
HERC2,TPBG
HERC2,TRIM16
HERC2,TRPC7
HERC2,TUBB4A
HERC2,TUBBP5
HERC2,USP49
HERC2,VCX2
HERC2,WIPI2
HERC2,ZNF135
HERC2P3,ADAMTS5
HERC2P3,ADD3
HERC2P3,ANKRD6
HERC2P3,ANKS1A
HERC2P3,AP3D1
HERC2P3,APOBR
HERC2P3,AQP4
HERC2P3,ARHGEF18
HERC2P3,ASTN2
HERC2P3,BCAM
HERC2P3,CACNA1H
HERC2P3,CARD11
HERC2P3,CCDC57
HERC2P3,CDC45
HERC2P3,COLQ
HERC2P3,CPSF1
HERC2P3,CTNNBL1
HERC2P3,CUX1
HERC2P3,DAZAP1
HERC2P3,DCLK1
HERC2P3,DCLRE1C
HERC2P3,DCPS
HERC2P3,DENND1A
HERC2P3,DPYSL4
HERC2P3,E4F1
HERC2P3,EDIL3
HERC2P3,ELAVL1
HERC2P3,FAM153A
HERC2P3,FGF23
HERC2P3,FLRT1
HERC2P3,FZD9
HERC2P3,GABRD
HERC2P3,GPRC5C
HERC2P3,GRIA4
HERC2P3,GRM3
HERC2P3,GSE1
HERC2P3,HDAC8
HERC2P3,HIST1H2BK
HERC2P3,HS1BP3
HERC2P3,HSF1
HERC2P3,IGF1R
HERC2P3,IKBKAP
HERC2P3,IL27RA
HERC2P3,IL2RG
HERC2P3,INPPL1
HERC2P3,JAG2
HERC2P3,KCNA4
HERC2P3,KCNG1
HERC2P3,KCNV1
HERC2P3,KHSRP
HERC2P3,KIAA1109
HERC2P3,KIF24
HERC2P3,KLF6
HERC2P3,KLHL22
HERC2P3,KRT17
HERC2P3,LHX2
HERC2P3,LIPE
HERC2P3,LMBRD1
HERC2P3,LONRF3
HERC2P3,MAGEA4
HERC2P3,MAP3K9
HERC2P3,MAPK4
HERC2P3,MEX3D
HERC2P3,MFSD12
HERC2P3,MKNK2
HERC2P3,MKRN3
HERC2P3,MLLT6
HERC2P3,MLXIPL
HERC2P3,MNT
HERC2P3,MRPS2
HERC2P3,MST1R
HERC2P3,MYBBP1A
HERC2P3,MYBPC3
HERC2P3,NID1
HERC2P3,NOS3
HERC2P3,NPR1
HERC2P3,NRAS
HERC2P3,NUAK1
HERC2P3,OGDH
HERC2P3,OPRD1
HERC2P3,PACSIN3
HERC2P3,PADI4
HERC2P3,PCDH17
HERC2P3,PCDHB13
HERC2P3,PFKP
HERC2P3,PIAS4
HERC2P3,PLAGL2
HERC2P3,PLD2
HERC2P3,PLOD1
HERC2P3,PLXNB3
HERC2P3,PPL
HERC2P3,PTK6
HERC2P3,PTPRK
HERC2P3,PTPRT
HERC2P3,RBM10
HERC2P3,RNF44
HERC2P3,SEMA4D
HERC2P3,SEMA6C
HERC2P3,SERPIND1
HERC2P3,SH3BP5
HERC2P3,SLC1A6
HERC2P3,SLC25A23
HERC2P3,SLC2A8
HERC2P3,SLC41A3
HERC2P3,SLC48A1
HERC2P3,SLC7A1
HERC2P3,SMAD4
HERC2P3,SOX9
HERC2P3,SPAG9
HERC2P3,SZT2
HERC2P3,TBL1X
HERC2P3,TECTA
HERC2P3,TENM1
HERC2P3,TFAP2A
HERC2P3,TM9SF4
HERC2P3,TNRC6B
HERC2P3,TP53
HERC2P3,TRPV1
HERC2P3,TSC2
HERC2P3,TUT1
HERC2P3,UBAP2L
HERC2P3,UNC5B
HERC2P3,USE1
HERC2P3,WDR13
HERC2P3,XAB2
HERC2P3,ZBTB7B
HERC2P3,ZNF358
HERC2P3,ZNF536
HERC2P3,ZNF597
HERC2P3,ZNF646
HERC2P3,ZNF671
HERC3,CEP170B
HERC3,CLUH
HERC3,EPHB2
HERC3,EPS8L1
HERC3,INPPL1
HERC3,KCND1
HERC3,MTR
HERC3,MUC5B
HERC3,MYBBP1A
HERC3,NRAS
HERC3,SOX9
HERC3,SPTB
HERC3,TP53
HERC4,ABCA2
HERC4,EPPK1
HERC4,INPPL1
HERC4,NRAS
HERC4,PIEZO1
HERC4,POLD1
HERC4,SLC8A2
HERC4,SOX9
HERC5,ABCA2
HERC5,CARD9
HERC5,E4F1
HERC5,EGR1
HERC5,EPPK1
HERC5,FKBP10
HERC5,IGF1R
HERC5,KNOP1
HERC5,MAGIX
HERC5,MAP2K7
HERC5,MICALL2
HERC5,MST1R
HERC5,MYBBP1A
HERC5,NRAS
HERC5,PACS2
HERC5,PADI3
HERC5,PLCB3
HERC5,PLCH2
HERC5,PLEKHA6
HERC5,PPP6R2
HERC5,SMC2
HERC5,SOX9
HERC5,TCF7L2
HERC5,TET3
HERC5,TP53
HERC5,TP73
HERC5,TSC2
HERC5,WIZ
HERC5,XAB2
HERC5,ZNF74
HERC6,EVPL
HERC6,GRIK3
HERC6,HTR5A
HERC6,KHSRP
HERC6,KLHL22
HERC6,MSC
HERC6,NEFM
HERC6,PLXNB3
HERC6,SEMA6C
HERC6,SOX9
HERC6,TP53
HERPUD1,TP53
HES1,FBXW7
HES1,PIK3CA
HES1,RYR3
HESX1,ABCA2
HESX1,CLUH
HESX1,EPPK1
HESX1,FLT4
HESX1,GOLGA3
HESX1,LAMA5
HESX1,MAP2K7
HESX1,MYBPC3
HESX1,NOL6
HESX1,NOTCH1
HESX1,NUAK1
HESX1,PIK3CA
HESX1,PKN1
HESX1,PLEKHA6
HESX1,PLXNB3
HESX1,POLD1
HESX1,SBF1
HESX1,SCRIB
HESX1,SOX9
HESX1,TP53
HEXA,NRAS
HEXA,SOX9
HEXA,TP53
HEXB,AFF3
HEXB,BCOR
HEXB,CTNNA2
HEXB,CTNNB1
HEXB,HYDIN
HEXB,KMT2D
HEXB,LAMA5
HEXB,NOTCH3
HEXB,NRAS
HEXB,OPRM1
HEXB,SOX9
HEXB,SPTB
HEXB,SYNE1
HEXB,TCHH
HEXB,TP53
HEXB,TTC28
HEXB,VCAN
HEXIM1,NRAS
HEXIM1,PPP2R2B
HEXIM1,RAB28
HEXIM1,SOX9
HEXIM1,SPTB
HEXIM1,TFR2
HEXIM1,TP53
HEY1,SOX9
HEY2,CTNNA2
HEY2,SOX9
HEYL,CTNNA2
HEYL,MYO7A
HEYL,SOX9
HFE,ASTN2
HFE,FASN
HFE,ITGB4
HFE,JPH3
HFE,MAP3K12
HFE,MUC2
HFE,NOL6
HFE,NYNRIN
HFE,PCNT
HFE,RNF43
HFE,RXFP3
HFE,SLC4A3
HFE,SOX9
HFE,TET3
HFE,TP53
HGD,SOX9
HGD,TP53
HGF,ABCA2
HGF,CAPN9
HGF,CDC42BPB
HGF,CDK11B
HGF,DCLK1
HGF,DDX54
HGF,ECT2
HGF,EPHB1
HGF,EPN1
HGF,EXOC7
HGF,FARSA
HGF,FLNC
HGF,GPR174
HGF,GRM3
HGF,GRM5
HGF,GRM7
HGF,HAP1
HGF,HYDIN
HGF,JAG2
HGF,KHNYN
HGF,KHSRP
HGF,KIF1A
HGF,KRT83
HGF,L3MBTL1
HGF,LHX2
HGF,LLGL2
HGF,MAGI1
HGF,MAP3K10
HGF,MAPK4
HGF,MKRN3
HGF,MUC2
HGF,MYO7A
HGF,MYO7B
HGF,NTM
HGF,OLFML2A
HGF,PARVB
HGF,PDIA5
HGF,PFKFB2
HGF,PHF14
HGF,PIEZO1
HGF,PLAGL2
HGF,PRKAG1
HGF,RBM10
HGF,RBP3
HGF,RXFP3
HGF,SEMA4G
HGF,SEMA6C
HGF,SHROOM2
HGF,SLC2A8
HGF,SLC48A1
HGF,SLC6A3
HGF,SOX1
HGF,SOX9
HGF,SPTA1
HGF,SYNE1
HGF,TENM1
HGF,TP53
HGF,TUBGCP2
HGFAC,ABCA2
HGS,AMPH
HGS,B2M
HGS,CADM1
HGS,CNTN5
HGS,DOCK6
HGS,ELMO1
HGS,FBXW7
HGS,KCNV2
HGS,NEFM
HGS,NRAS
HGS,PIK3CA
HGS,SMAD4
HGS,SOX9
HGS,SPAG16
HGS,TP53
HGSNAT,CDC42BPB
HGSNAT,DEPDC5
HGSNAT,FBXW7
HGSNAT,MCM3AP
HGSNAT,PPP6R2
HGSNAT,SMAD4
HGSNAT,SOX9
HGSNAT,TP53
HHAT,CHST15
HHAT,FASN
HHAT,SOX9
HHAT,SPTB
HHAT,TP53
HHEX,SOX9
HHEX,TP53
HHIPL2,FASN
HHIPL2,GRIK3
HHIPL2,GRM3
HHIPL2,HCFC1
HHIPL2,HIP1R
HHIPL2,HK3
HHIPL2,MST1R
HHIPL2,MVK
HHIPL2,NOS3
HHIPL2,PPP6R2
HHIPL2,SHROOM2
HHIPL2,SLC12A7
HHIPL2,SMC2
HHIPL2,SNTG2
HHIPL2,SOX9
HHIPL2,SRCAP
HHIPL2,TGIF1
HHIPL2,TNRC6B
HHIPL2,TP53
HHIPL2,ZBTB20
HHIPL2,ZNF646
HHLA1,ABCA2
HHLA1,CCDC40
HHLA1,FRMPD4
HHLA1,KIF21B
HHLA1,MAP2K7
HHLA1,PLXNA2
HHLA1,SLC6A1
HHLA1,SOX9
HHLA1,ZNF337
HHLA2,CACNA1E
HHLA2,NRAS
HHLA2,TP53
HHLA3,FCGBP
HHLA3,SOX9
HIBADH,FLG
HIBADH,TP53
HIBCH,ATP10A
HIBCH,SOX9
HIC2,ABCA6
HIC2,APLP1
HIC2,KDR
HIC2,LUZP2
HIC2,MAP2K4
HIC2,PEG3
HIC2,SCN1A
HIC2,SOX9
HIF1A,MAP2K7
HIF1A,SEC16A
HIF1A,SLC12A7
HIF1A,SOX9
HIF1A,TP53
HIF1AN,SOX9
HIF3A,ADAMDEC1
HIF3A,AKAP11
HIF3A,ASIC3
HIF3A,BDNF
HIF3A,CCAR2
HIF3A,CD207
HIF3A,CD209
HIF3A,CDH9
HIF3A,CNTNAP2
HIF3A,DAB2
HIF3A,DIP2C
HIF3A,DIRAS2
HIF3A,DSCAM
HIF3A,EPHB1
HIF3A,FRMPD4
HIF3A,GPRC5C
HIF3A,IGFALS
HIF3A,IL1RAPL2
HIF3A,KCNJ15
HIF3A,KCNJ4
HIF3A,KCNJ6
HIF3A,KCNQ4
HIF3A,KSR2
HIF3A,MON1B
HIF3A,MYB
HIF3A,NELFE
HIF3A,NRAS
HIF3A,NRG1
HIF3A,PADI1
HIF3A,PCDH17
HIF3A,PLXNB3
HIF3A,SOX9
HIF3A,SYT17
HIF3A,TP53
HIF3A,TPO
HIF3A,TPTE
HIF3A,TRAF3
HIF3A,TTK
HIGD1B,TP53
HILPDA,FBXW7
HILPDA,SMAD4
HILPDA,TP53
HINFP,DMXL1
HINFP,FLG
HINFP,LAMA5
HINFP,SOX9
HINFP,SPTB
HINFP,TP53
HIP1,ANKRD11
HIP1,ARID1A
HIP1,CARD11
HIP1,CASZ1
HIP1,CTNNA2
HIP1,GRM3
HIP1,MED12
HIP1,PCDH17
HIP1,PIK3CA
HIP1,RXFP3
HIP1,SMAD4
HIP1,SOX9
HIP1,TP53
HIP1R,BNC1
HIP1R,GABRB2
HIP1R,GPR174
HIP1R,HAO1
HIP1R,IKZF3
HIP1R,KDR
HIP1R,LRBA
HIP1R,MPP2
HIP1R,RBFOX1
HIP1R,RPGRIP1L
HIP1R,RRN3
HIP1R,SCN1A
HIP1R,SH3GL3
HIP1R,SMARCAL1
HIP1R,SOX2
HIP1R,SRPK1
HIP1R,TAGAP
HIP1R,TNN
HIP1R,USH2A
HIP1R,VCAN
HIP1R,ZC3HAV1
HIPK1,ARHGEF1
HIPK1,CEP170B
HIPK1,DHX16
HIPK1,EPPK1
HIPK1,FASN
HIPK1,FBXL7
HIPK1,GRM2
HIPK1,IQSEC2
HIPK1,MAD1L1
HIPK1,MYBPC3
HIPK1,NRAS
HIPK1,PIK3CA
HIPK1,POP1
HIPK1,SCRIB
HIPK1,SETD1A
HIPK1,SOX9
HIPK1,TP53
HIPK2,ABI3BP
HIPK2,ACSL1
HIPK2,ADAMTS1
HIPK2,AFF3
HIPK2,AGO1
HIPK2,AGPAT4
HIPK2,APOB
HIPK2,AQR
HIPK2,BBX
HIPK2,C15orf39
HIPK2,C3
HIPK2,CACNA1E
HIPK2,CACNA2D3
HIPK2,CASP5
HIPK2,CDH2
HIPK2,CHRNB3
HIPK2,CLEC16A
HIPK2,CNTNAP2
HIPK2,COG5
HIPK2,COL1A2
HIPK2,COL5A2
HIPK2,CPQ
HIPK2,CRTAC1
HIPK2,CTDP1
HIPK2,CTNNA3
HIPK2,CTNND2
HIPK2,CUL3
HIPK2,CYP4F3
HIPK2,CYP7A1
HIPK2,DOCK1
HIPK2,ELMO1
HIPK2,EPHB1
HIPK2,ERBB4
HIPK2,ESYT1
HIPK2,F13B
HIPK2,FAM184A
HIPK2,FARP2
HIPK2,FBN1
HIPK2,FBXL7
HIPK2,FBXW7
HIPK2,FCN1
HIPK2,FGF14
HIPK2,FGFR1
HIPK2,FKBP6
HIPK2,FLT4
HIPK2,FNBP4
HIPK2,FZD6
HIPK2,GPR50
HIPK2,GPR6
HIPK2,GRIA4
HIPK2,GRID2
HIPK2,GRIN2A
HIPK2,HAS1
HIPK2,HAUS3
HIPK2,HGF
HIPK2,HTR1A
HIPK2,HTR5A
HIPK2,HTR7
HIPK2,IGSF1
HIPK2,INPPL1
HIPK2,KCNA5
HIPK2,KCND1
HIPK2,KCNV1
HIPK2,KRT15
HIPK2,KRT37
HIPK2,KSR2
HIPK2,LAMA4
HIPK2,LAMC3
HIPK2,LGR4
HIPK2,LMO7
HIPK2,LRP1B
HIPK2,LRP4
HIPK2,MAGEC1
HIPK2,MAP2
HIPK2,MBD5
HIPK2,MLH1
HIPK2,MSN
HIPK2,MSR1
HIPK2,MUC4
HIPK2,NAV3
HIPK2,NDUFS1
HIPK2,NEB
HIPK2,NEFM
HIPK2,NFASC
HIPK2,NFIB
HIPK2,NPAP1
HIPK2,NRAS
HIPK2,ORC3
HIPK2,OTUD4
HIPK2,PCBP1
HIPK2,PCDH15
HIPK2,PCDH17
HIPK2,PCDH9
HIPK2,PCDHA10
HIPK2,PCDHA2
HIPK2,PCDHB12
HIPK2,PDE10A
HIPK2,PIK3CA
HIPK2,PLEKHA4
HIPK2,PML
HIPK2,POSTN
HIPK2,PPIG
HIPK2,PPM1L
HIPK2,PRKCQ
HIPK2,PTPN21
HIPK2,PWP1
HIPK2,RALYL
HIPK2,RAPGEF2
HIPK2,RIMS2
HIPK2,ROS1
HIPK2,RPL22
HIPK2,SALL1
HIPK2,SCML2
HIPK2,SCN1A
HIPK2,SERPINB7
HIPK2,SIN3B
HIPK2,SLC12A3
HIPK2,SLC14A2
HIPK2,SLC34A2
HIPK2,SLC4A10
HIPK2,SLC6A16
HIPK2,SLCO1B1
HIPK2,SLIT1
HIPK2,SLTM
HIPK2,SMARCA1
HIPK2,SMARCA2
HIPK2,SMC2
HIPK2,SORT1
HIPK2,SOX9
HIPK2,SPAG16
HIPK2,TBC1D1
HIPK2,TFR2
HIPK2,TMEFF1
HIPK2,TMEM63A
HIPK2,TMOD1
HIPK2,TMPRSS6
HIPK2,TP53
HIPK2,TRPM2
HIPK2,TRPS1
HIPK2,TSSK1B
HIPK2,UBASH3A
HIPK2,UGT8
HIPK2,USH1C
HIPK2,VPS53
HIPK2,WDR7
HIPK2,WIZ
HIPK2,XPR1
HIPK2,YY1AP1
HIPK2,ZNF10
HIPK2,ZNF107
HIPK3,ACVR1B
HIPK3,DLEC1
HIPK3,HECW1
HIPK3,KDM6B
HIPK3,PPP6R2
HIPK3,SOX9
HIPK3,TP53
HIRA,ABCA2
HIRA,ABCC10
HIRA,ABLIM3
HIRA,ADAMTS5
HIRA,AMBN
HIRA,ARHGAP33
HIRA,ARID1A
HIRA,CAPN2
HIRA,CLSTN2
HIRA,CNTNAP2
HIRA,DDX11
HIRA,EPHA2
HIRA,FURIN
HIRA,GLI3
HIRA,GRHL2
HIRA,HAS1
HIRA,IGFALS
HIRA,ISL1
HIRA,KCNG1
HIRA,KCNJ4
HIRA,KCNS3
HIRA,KRT6A
HIRA,MAGEC1
HIRA,MED14
HIRA,MICALL1
HIRA,MVK
HIRA,NLE1
HIRA,NMUR2
HIRA,NOS1
HIRA,NRG1
HIRA,OPLAH
HIRA,OPRM1
HIRA,PCDH17
HIRA,PCDHB13
HIRA,PDYN
HIRA,PDZD2
HIRA,PIK3CA
HIRA,PIK3CD
HIRA,PIP5K1C
HIRA,PTGER3
HIRA,RANBP3
HIRA,RBMS3
HIRA,SCN9A
HIRA,SMAD4
HIRA,SOHLH2
HIRA,SOX9
HIRA,TAF7L
HIRA,TLE6
HIRA,TP53
HIRA,TRAM1
HIRA,TRIM3
HIRA,TRIM45
HIRA,UBQLN2
HIRA,USP21
HIRA,VCAM1
HIRA,WIZ
HIRA,ZNF667
HIRIP3,SOX9
HIST1H2AC,SOX9
HIST1H2AC,TPTE
HIST1H2AC,TRPS1
HIST1H2BD,ABCA2
HIST1H2BD,ABCA3
HIST1H2BD,BMPR2
HIST1H2BD,BRINP3
HIST1H2BD,CELSR2
HIST1H2BD,CNTN5
HIST1H2BD,DCHS1
HIST1H2BD,ERBB4
HIST1H2BD,F8
HIST1H2BD,LAMA5
HIST1H2BD,MAP2
HIST1H2BD,MYO5A
HIST1H2BD,NCAM2
HIST1H2BD,PAPPA
HIST1H2BD,PCDH11X
HIST1H2BD,PEG3
HIST1H2BD,RAP2B
HIST1H2BD,SCN1A
HIST1H2BD,SETX
HIST1H2BD,SYNE1
HIST1H2BD,TIAM1
HIST1H2BD,TLL1
HIST1H2BD,TP53
HIST1H2BD,TRPM3
HIST1H2BD,TTC28
HIST1H2BK,ABCA3
HIST1H2BK,ABCA4
HIST1H2BK,ABCC1
HIST1H2BK,ABCC4
HIST1H2BK,ABL1
HIST1H2BK,ACIN1
HIST1H2BK,ACVR1B
HIST1H2BK,ADAMTS13
HIST1H2BK,AKAP13
HIST1H2BK,ANK2
HIST1H2BK,ANKMY1
HIST1H2BK,ANKRD11
HIST1H2BK,ANKRD36BP2
HIST1H2BK,ANO3
HIST1H2BK,APBB1
HIST1H2BK,APLP1
HIST1H2BK,ARHGEF18
HIST1H2BK,ARHGEF40
HIST1H2BK,ARID1A
HIST1H2BK,ATP2B3
HIST1H2BK,ATP8A2
HIST1H2BK,ATRNL1
HIST1H2BK,ATXN1
HIST1H2BK,BCOR
HIST1H2BK,BCORL1
HIST1H2BK,BLM
HIST1H2BK,BNC1
HIST1H2BK,BPTF
HIST1H2BK,BTN3A2
HIST1H2BK,CACNA1H
HIST1H2BK,CACNA1S
HIST1H2BK,CAMTA1
HIST1H2BK,CASP8
HIST1H2BK,CASR
HIST1H2BK,CC2D1A
HIST1H2BK,CD163
HIST1H2BK,CD209
HIST1H2BK,CDH10
HIST1H2BK,CDH13
HIST1H2BK,CDH18
HIST1H2BK,CENPJ
HIST1H2BK,CHAT
HIST1H2BK,CHRM2
HIST1H2BK,CHST10
HIST1H2BK,CIITA
HIST1H2BK,CLCA4
HIST1H2BK,CLSPN
HIST1H2BK,CNNM1
HIST1H2BK,CNTN6
HIST1H2BK,COL16A1
HIST1H2BK,COL5A2
HIST1H2BK,COL5A3
HIST1H2BK,COL6A3
HIST1H2BK,CORIN
HIST1H2BK,CRMP1
HIST1H2BK,CROCC
HIST1H2BK,CSNK1A1L
HIST1H2BK,CTNNA3
HIST1H2BK,CTNND2
HIST1H2BK,CYLC1
HIST1H2BK,CYLC2
HIST1H2BK,DAB1
HIST1H2BK,DAPK1
HIST1H2BK,DCAF6
HIST1H2BK,DCHS1
HIST1H2BK,DDX58
HIST1H2BK,DENND5A
HIST1H2BK,DFNB31
HIST1H2BK,DGKB
HIST1H2BK,DIDO1
HIST1H2BK,DMXL2
HIST1H2BK,DNAH7
HIST1H2BK,DOCK1
HIST1H2BK,DOCK10
HIST1H2BK,DOCK6
HIST1H2BK,DST
HIST1H2BK,DYSF
HIST1H2BK,EP300
HIST1H2BK,EPHB1
HIST1H2BK,EPHB2
HIST1H2BK,ERBB3
HIST1H2BK,ERBB4
HIST1H2BK,EVPL
HIST1H2BK,FASN
HIST1H2BK,FBLN1
HIST1H2BK,FCGBP
HIST1H2BK,FGF13
HIST1H2BK,FGFR3
HIST1H2BK,FLNA
HIST1H2BK,FLNB
HIST1H2BK,FRAS1
HIST1H2BK,FRMPD4
HIST1H2BK,FUT2
HIST1H2BK,FUT9
HIST1H2BK,GCK
HIST1H2BK,GFRA1
HIST1H2BK,GJB4
HIST1H2BK,GLUD2
HIST1H2BK,GREB1L
HIST1H2BK,GRIA3
HIST1H2BK,GRIK2
HIST1H2BK,GRIK3
HIST1H2BK,GRM2
HIST1H2BK,GRM3
HIST1H2BK,GRM7
HIST1H2BK,GTF3C1
HIST1H2BK,GYS2
HIST1H2BK,HCFC1
HIST1H2BK,HECW1
HIST1H2BK,HERC1
HIST1H2BK,HERC6
HIST1H2BK,HIVEP2
HIST1H2BK,HKDC1
HIST1H2BK,ICAM5
HIST1H2BK,IGSF3
HIST1H2BK,INPPL1
HIST1H2BK,INTS6
HIST1H2BK,IQSEC2
HIST1H2BK,ITSN1
HIST1H2BK,KALRN
HIST1H2BK,KAZN
HIST1H2BK,KCNB2
HIST1H2BK,KCNJ2
HIST1H2BK,KCNJ3
HIST1H2BK,KCNJ8
HIST1H2BK,KCNQ2
HIST1H2BK,KCNV1
HIST1H2BK,KIF13A
HIST1H2BK,KIF1A
HIST1H2BK,KIF26B
HIST1H2BK,KLHL4
HIST1H2BK,KTN1
HIST1H2BK,L3MBTL4
HIST1H2BK,LAMA1
HIST1H2BK,LAMA5
HIST1H2BK,LARS
HIST1H2BK,LPA
HIST1H2BK,LRP1B
HIST1H2BK,LSM14A
HIST1H2BK,LZTR1
HIST1H2BK,MAGI1
HIST1H2BK,MAP7D3
HIST1H2BK,MED13
HIST1H2BK,MGAT4C
HIST1H2BK,MMP9
HIST1H2BK,MUC2
HIST1H2BK,MUC6
HIST1H2BK,MUSK
HIST1H2BK,MVK
HIST1H2BK,MYH2
HIST1H2BK,MYO5A
HIST1H2BK,MYO6
HIST1H2BK,MYO7A
HIST1H2BK,MYO7B
HIST1H2BK,MYOM1
HIST1H2BK,NAA25
HIST1H2BK,NAV3
HIST1H2BK,NBEAL2
HIST1H2BK,NCOA6
HIST1H2BK,NELL1
HIST1H2BK,NF1
HIST1H2BK,NLRP2
HIST1H2BK,NMUR2
HIST1H2BK,NPAS3
HIST1H2BK,NPFFR2
HIST1H2BK,NRAS
HIST1H2BK,NRP2
HIST1H2BK,NUMA1
HIST1H2BK,OPRM1
HIST1H2BK,PAPOLG
HIST1H2BK,PAX3
HIST1H2BK,PAXBP1
HIST1H2BK,PCDH11X
HIST1H2BK,PCDH12
HIST1H2BK,PCDH17
HIST1H2BK,PCDHB12
HIST1H2BK,PCDHB8
HIST1H2BK,PDE10A
HIST1H2BK,PDE1C
HIST1H2BK,PDE8B
HIST1H2BK,PDGFRA
HIST1H2BK,PDPR
HIST1H2BK,PDZD2
HIST1H2BK,PHLDB1
HIST1H2BK,PIEZO1
HIST1H2BK,PKDREJ
HIST1H2BK,PLCG1
HIST1H2BK,PLCH2
HIST1H2BK,PLEC
HIST1H2BK,PLXNA2
HIST1H2BK,PLXNB3
HIST1H2BK,PLXND1
HIST1H2BK,POFUT2
HIST1H2BK,POLA1
HIST1H2BK,POLR3B
HIST1H2BK,PPP1R12B
HIST1H2BK,PPP2R2C
HIST1H2BK,PRDM9
HIST1H2BK,PRIM2
HIST1H2BK,R3HDM1
