gene1,gene2
SREBF1,RASSF8
SREBF1,RECK
SREBF1,RGS20
SREBF1,RGS9
SREBF1,RIN3
SREBF1,ROBO1
SREBF1,RPL39L
SREBF1,RTL8C
SREBF1,RUSC2
SREBF1,S1PR2
SREBF1,SATB2
SREBF1,SCD5
SREBF1,SDC3
SREBF1,SEMA4F
SREBF1,SEMA7A
SREBF1,SEPTIN6
SREBF1,SGCE
SREBF1,SH3BP5
SREBF1,SIRT4
SREBF1,SIX1
SREBF1,SLC12A5
SREBF1,SLC30A4
SREBF1,SLC4A3
SREBF1,SLC6A9
SREBF1,SLCO3A1
SREBF1,SMO
SREBF1,SNRPN
SREBF1,SNTA1
SREBF1,SNX10
SREBF1,SOAT1
SREBF1,SOCS2
SREBF1,SOCS3
SREBF1,SOGA1
SREBF1,SPART
SREBF1,SPHK1
SREBF1,STARD13
SREBF1,STC2
SREBF1,STOM
SREBF1,SYDE1
SREBF1,SYNGR1
SREBF1,SYNM
SREBF1,TBKBP1
SREBF1,TCEA2
SREBF1,TIAM1
SREBF1,TMEM45A
SREBF1,TNFAIP3
SREBF1,TPST1
SREBF1,TRMT12
SREBF1,TRPC1
SREBF1,TTC28
SREBF1,TUSC3
SREBF1,UBE2L6
SREBF1,WHRN
SREBF1,WIPF1
SREBF1,WNT3
SREBF1,WWC3
SREBF1,WWTR1
SREBF1,ZBTB10
SREBF1,ZCCHC24
SREBF1,ZFP30
SREBF1,ZFP37
SREBF1,ZNF134
SREBF1,ZNF287
SREBF1,ZNF304
SREBF1,ZNF345
SREBF1,ZNF362
SREBF1,ZNF462
SREBF1,ZNF512B
SREBF1,ZNF528
SREBF1,ZNF529
SREBF1,ZNF549
SREBF1,ZNF583
SREBF1,ZNF606
SREBF1,ZNF654
SREBF1,ZNF658
SREBF1,ZXDB
STX4,AASS
STX4,ABCA3
STX4,ADA
STX4,ADCY7
STX4,ADCY9
STX4,ADGRL1
STX4,AHNAK2
STX4,AKT3
STX4,ANKRD6
STX4,ANTXR1
STX4,APBB1
STX4,APOBEC3C
STX4,APOBEC3F
STX4,ARAP3
STX4,ARHGEF10
STX4,ARL4C
STX4,ARSB
STX4,ATP10D
STX4,ATP8B2
STX4,B3GALNT1
STX4,BASP1
STX4,BCAT1
STX4,BEX3
STX4,BHLHB9
STX4,CALD1
STX4,CBR3
STX4,CBS
STX4,CCDC88A
STX4,CD83
STX4,CDK14
STX4,CDKL3
STX4,CERS4
STX4,CHN1
STX4,CHST10
STX4,CHST11
STX4,CHST15
STX4,CLEC2D
STX4,CLTCL1
STX4,CNTLN
STX4,CNTNAP1
STX4,COL6A1
STX4,COL7A1
STX4,CPLANE1
STX4,CPPED1
STX4,CSF1
STX4,CSRP2
STX4,CTSF
STX4,CYBRD1
STX4,DIPK1A
STX4,DLG4
STX4,DNAJC6
STX4,DPF1
STX4,DRAM1
STX4,DTX3
STX4,DUSP10
STX4,DYRK3
STX4,DZIP1
STX4,EGFL7
STX4,EHD3
STX4,ELOVL5
STX4,EPDR1
STX4,ERO1B
STX4,ETNK2
STX4,EVC
STX4,EXOC6B
STX4,FADS2
STX4,FAM169A
STX4,FAM171A1
STX4,FAM234B
STX4,FBLN1
STX4,FBXL2
STX4,FERMT2
STX4,FGD1
STX4,FGFR1
STX4,FHOD3
STX4,FKBP1B
STX4,FOXD1
STX4,FSCN1
STX4,FSTL1
STX4,FUZ
STX4,FZD1
STX4,FZD2
STX4,GABBR1
STX4,GALC
STX4,GAMT
STX4,GAS6
STX4,GDAP1
STX4,GDF11
STX4,GJC1
STX4,GPR161
STX4,GPSM1
STX4,GSDME
STX4,GSTM2
STX4,GSTM3
STX4,GSTM4
STX4,HDAC9
STX4,HDGFL3
STX4,HEG1
STX4,HLTF
STX4,HOMER2
STX4,HSD17B6
STX4,ID3
STX4,IFI16
STX4,IGFBP3
STX4,IL27RA
STX4,ITGA5
STX4,ITPR1
STX4,JAK2
STX4,JAZF1
STX4,KAT2B
STX4,KCNN4
STX4,KDM4D
STX4,KLF7
STX4,KLF9
STX4,LHFPL6
STX4,LIMD2
STX4,LOXL2
STX4,LRP3
STX4,LRP4
STX4,LYN
STX4,LYRM9
STX4,LYST
STX4,MAGEH1
STX4,MAP1B
STX4,MAP9
STX4,MAPK11
STX4,MBOAT2
STX4,MDFIC
STX4,MICB
STX4,MPDZ
STX4,MPP1
STX4,MPP2
STX4,MR1
STX4,MVB12B
STX4,MXRA7
STX4,MYBL1
STX4,MYO5A
STX4,NAT1
STX4,NAV2
STX4,NBEA
STX4,NFATC1
STX4,NINL
STX4,NR3C1
STX4,NRP2
STX4,NT5M
STX4,OBSL1
STX4,OGFRL1
STX4,OSMR
STX4,OXCT1
STX4,P2RX5
STX4,PARVB
STX4,PCDHGC3
STX4,PDK3
STX4,PEG10
STX4,PGBD1
STX4,PIK3CD
STX4,PKIG
STX4,PLAU
STX4,PLEKHO1
STX4,PSMB9
STX4,PSTPIP2
STX4,PTPRG
STX4,PTPRS
STX4,PTPRU
STX4,PXK
STX4,QKI
STX4,RAB31
STX4,RAB3IL1
STX4,RASSF8
STX4,RECK
STX4,RGS20
STX4,RGS9
STX4,RIN3
STX4,ROBO1
STX4,RPL39L
STX4,RTL8C
STX4,RUSC2
STX4,S1PR2
STX4,SATB2
STX4,SCD5
STX4,SDC3
STX4,SEMA4F
STX4,SEMA7A
STX4,SEPTIN6
STX4,SGCE
STX4,SH3BP5
STX4,SIRT4
STX4,SIX1
STX4,SLC12A5
STX4,SLC30A4
STX4,SLC4A3
STX4,SLC6A9
STX4,SLCO3A1
STX4,SMO
STX4,SNRPN
STX4,SNTA1
STX4,SNX10
STX4,SOAT1
STX4,SOCS2
STX4,SOCS3
STX4,SOGA1
STX4,SPART
STX4,SPHK1
STX4,STARD13
STX4,STC2
STX4,STOM
STX4,SYDE1
STX4,SYNGR1
STX4,SYNM
STX4,TBKBP1
STX4,TCEA2
STX4,TIAM1
STX4,TMEM45A
STX4,TNFAIP3
STX4,TPST1
STX4,TRMT12
STX4,TRPC1
STX4,TTC28
STX4,TUSC3
STX4,UBE2L6
STX4,WHRN
STX4,WIPF1
STX4,WNT3
STX4,WWC3
STX4,WWTR1
STX4,ZBTB10
STX4,ZCCHC24
STX4,ZFP30
STX4,ZFP37
STX4,ZNF134
STX4,ZNF287
STX4,ZNF304
STX4,ZNF345
STX4,ZNF362
STX4,ZNF462
STX4,ZNF512B
STX4,ZNF528
STX4,ZNF529
STX4,ZNF549
STX4,ZNF583
STX4,ZNF606
STX4,ZNF654
STX4,ZNF658
STX4,ZXDB
STXBP3,AASS
STXBP3,ABCA3
STXBP3,ADA
STXBP3,ADCY7
STXBP3,ADCY9
STXBP3,ADGRL1
STXBP3,AHNAK2
STXBP3,AKT3
STXBP3,ANKRD6
STXBP3,ANTXR1
STXBP3,APBB1
STXBP3,APOBEC3C
STXBP3,APOBEC3F
STXBP3,ARAP3
STXBP3,ARHGEF10
STXBP3,ARL4C
STXBP3,ARSB
STXBP3,ATP10D
STXBP3,ATP8B2
STXBP3,B3GALNT1
STXBP3,BASP1
STXBP3,BCAT1
STXBP3,BEX3
STXBP3,BHLHB9
STXBP3,CALD1
STXBP3,CBR3
STXBP3,CBS
STXBP3,CCDC88A
STXBP3,CD83
STXBP3,CDK14
STXBP3,CDKL3
STXBP3,CERS4
STXBP3,CHN1
STXBP3,CHST10
STXBP3,CHST11
STXBP3,CHST15
STXBP3,CLEC2D
STXBP3,CLTCL1
STXBP3,CNTLN
STXBP3,CNTNAP1
STXBP3,COL6A1
STXBP3,COL7A1
STXBP3,CPLANE1
STXBP3,CPPED1
STXBP3,CSF1
STXBP3,CSRP2
STXBP3,CTSF
STXBP3,CYBRD1
STXBP3,DIPK1A
STXBP3,DLG4
STXBP3,DNAJC6
STXBP3,DPF1
STXBP3,DRAM1
STXBP3,DTX3
STXBP3,DUSP10
STXBP3,DYRK3
STXBP3,DZIP1
STXBP3,EGFL7
STXBP3,EHD3
STXBP3,ELOVL5
STXBP3,EPDR1
STXBP3,ERO1B
STXBP3,ETNK2
STXBP3,EVC
STXBP3,EXOC6B
STXBP3,FADS2
STXBP3,FAM169A
STXBP3,FAM171A1
STXBP3,FAM234B
STXBP3,FBLN1
STXBP3,FBXL2
STXBP3,FERMT2
STXBP3,FGD1
STXBP3,FGFR1
STXBP3,FHOD3
STXBP3,FKBP1B
STXBP3,FOXD1
STXBP3,FSCN1
STXBP3,FSTL1
STXBP3,FUZ
STXBP3,FZD1
STXBP3,FZD2
STXBP3,GABBR1
STXBP3,GALC
STXBP3,GAMT
STXBP3,GAS6
STXBP3,GDAP1
STXBP3,GDF11
STXBP3,GJC1
STXBP3,GPR161
STXBP3,GPSM1
STXBP3,GSDME
STXBP3,GSTM2
STXBP3,GSTM3
STXBP3,GSTM4
STXBP3,HDAC9
STXBP3,HDGFL3
STXBP3,HEG1
STXBP3,HLTF
STXBP3,HOMER2
STXBP3,HSD17B6
STXBP3,ID3
STXBP3,IFI16
STXBP3,IGFBP3
STXBP3,IL27RA
STXBP3,ITGA5
STXBP3,ITPR1
STXBP3,JAK2
STXBP3,JAZF1
STXBP3,KAT2B
STXBP3,KCNN4
STXBP3,KDM4D
STXBP3,KLF7
STXBP3,KLF9
STXBP3,LHFPL6
STXBP3,LIMD2
STXBP3,LOXL2
STXBP3,LRP3
STXBP3,LRP4
STXBP3,LYN
STXBP3,LYRM9
STXBP3,LYST
STXBP3,MAGEH1
STXBP3,MAP1B
STXBP3,MAP9
STXBP3,MAPK11
STXBP3,MBOAT2
STXBP3,MDFIC
STXBP3,MICB
STXBP3,MPDZ
STXBP3,MPP1
STXBP3,MPP2
STXBP3,MR1
STXBP3,MVB12B
STXBP3,MXRA7
STXBP3,MYBL1
STXBP3,MYO5A
STXBP3,NAT1
STXBP3,NAV2
STXBP3,NBEA
STXBP3,NFATC1
STXBP3,NINL
STXBP3,NR3C1
STXBP3,NRP2
STXBP3,NT5M
STXBP3,OBSL1
STXBP3,OGFRL1
STXBP3,OSMR
STXBP3,OXCT1
STXBP3,P2RX5
STXBP3,PARVB
STXBP3,PCDHGC3
STXBP3,PDK3
STXBP3,PEG10
STXBP3,PGBD1
STXBP3,PIK3CD
STXBP3,PKIG
STXBP3,PLAU
STXBP3,PLEKHO1
STXBP3,PSMB9
STXBP3,PSTPIP2
STXBP3,PTPRG
STXBP3,PTPRS
STXBP3,PTPRU
STXBP3,PXK
STXBP3,QKI
STXBP3,RAB31
STXBP3,RAB3IL1
STXBP3,RASSF8
STXBP3,RECK
STXBP3,RGS20
STXBP3,RGS9
STXBP3,RIN3
STXBP3,ROBO1
STXBP3,RPL39L
STXBP3,RTL8C
STXBP3,RUSC2
STXBP3,S1PR2
STXBP3,SATB2
STXBP3,SCD5
STXBP3,SDC3
STXBP3,SEMA4F
STXBP3,SEMA7A
STXBP3,SEPTIN6
STXBP3,SGCE
STXBP3,SH3BP5
STXBP3,SIRT4
STXBP3,SIX1
STXBP3,SLC12A5
STXBP3,SLC30A4
STXBP3,SLC4A3
STXBP3,SLC6A9
STXBP3,SLCO3A1
STXBP3,SMO
STXBP3,SNRPN
STXBP3,SNTA1
STXBP3,SNX10
STXBP3,SOAT1
STXBP3,SOCS2
STXBP3,SOCS3
STXBP3,SOGA1
STXBP3,SPART
STXBP3,SPHK1
STXBP3,STARD13
STXBP3,STC2
STXBP3,STOM
STXBP3,SYDE1
STXBP3,SYNGR1
STXBP3,SYNM
STXBP3,TBKBP1
STXBP3,TCEA2
STXBP3,TIAM1
STXBP3,TMEM45A
STXBP3,TNFAIP3
STXBP3,TPST1
STXBP3,TRMT12
STXBP3,TRPC1
STXBP3,TTC28
STXBP3,TUSC3
STXBP3,UBE2L6
STXBP3,WHRN
STXBP3,WIPF1
STXBP3,WNT3
STXBP3,WWC3
STXBP3,WWTR1
STXBP3,ZBTB10
STXBP3,ZCCHC24
STXBP3,ZFP30
STXBP3,ZFP37
STXBP3,ZNF134
STXBP3,ZNF287
STXBP3,ZNF304
STXBP3,ZNF345
STXBP3,ZNF362
STXBP3,ZNF462
STXBP3,ZNF512B
STXBP3,ZNF528
STXBP3,ZNF529
STXBP3,ZNF549
STXBP3,ZNF583
STXBP3,ZNF606
STXBP3,ZNF654
STXBP3,ZNF658
STXBP3,ZXDB
TCF7L2,AASS
TCF7L2,ABCA3
TCF7L2,ADA
TCF7L2,ADCY7
TCF7L2,ADCY9
TCF7L2,ADGRL1
TCF7L2,AHNAK2
TCF7L2,AKT3
TCF7L2,ANKRD6
TCF7L2,ANTXR1
TCF7L2,APBB1
TCF7L2,APOBEC3C
TCF7L2,APOBEC3F
TCF7L2,ARAP3
TCF7L2,ARHGEF10
TCF7L2,ARL4C
TCF7L2,ARSB
TCF7L2,ATP10D
TCF7L2,ATP8B2
TCF7L2,B3GALNT1
TCF7L2,BASP1
TCF7L2,BCAT1
TCF7L2,BEX3
TCF7L2,BHLHB9
TCF7L2,CALD1
TCF7L2,CBR3
TCF7L2,CBS
TCF7L2,CCDC88A
TCF7L2,CD83
TCF7L2,CDK14
TCF7L2,CDKL3
TCF7L2,CERS4
TCF7L2,CHN1
TCF7L2,CHST10
TCF7L2,CHST11
TCF7L2,CHST15
TCF7L2,CLEC2D
TCF7L2,CLTCL1
TCF7L2,CNTLN
TCF7L2,CNTNAP1
TCF7L2,COL6A1
TCF7L2,COL7A1
TCF7L2,CPLANE1
TCF7L2,CPPED1
TCF7L2,CSF1
TCF7L2,CSRP2
TCF7L2,CTSF
TCF7L2,CYBRD1
TCF7L2,DIPK1A
TCF7L2,DLG4
TCF7L2,DNAJC6
TCF7L2,DPF1
TCF7L2,DRAM1
TCF7L2,DTX3
TCF7L2,DUSP10
TCF7L2,DYRK3
TCF7L2,DZIP1
TCF7L2,EGFL7
TCF7L2,EHD3
TCF7L2,ELOVL5
TCF7L2,EPDR1
TCF7L2,ERO1B
TCF7L2,ETNK2
TCF7L2,EVC
TCF7L2,EXOC6B
TCF7L2,FADS2
TCF7L2,FAM169A
TCF7L2,FAM171A1
TCF7L2,FAM234B
TCF7L2,FBLN1
TCF7L2,FBXL2
TCF7L2,FERMT2
TCF7L2,FGD1
TCF7L2,FGFR1
TCF7L2,FHOD3
TCF7L2,FKBP1B
TCF7L2,FOXD1
TCF7L2,FSCN1
TCF7L2,FSTL1
TCF7L2,FUZ
TCF7L2,FZD1
TCF7L2,FZD2
TCF7L2,GABBR1
TCF7L2,GALC
TCF7L2,GAMT
TCF7L2,GAS6
TCF7L2,GDAP1
TCF7L2,GDF11
TCF7L2,GJC1
TCF7L2,GPR161
TCF7L2,GPSM1
TCF7L2,GSDME
TCF7L2,GSTM2
TCF7L2,GSTM3
TCF7L2,GSTM4
TCF7L2,HDAC9
TCF7L2,HDGFL3
TCF7L2,HEG1
TCF7L2,HLTF
TCF7L2,HOMER2
TCF7L2,HSD17B6
TCF7L2,ID3
TCF7L2,IFI16
TCF7L2,IGFBP3
TCF7L2,IL27RA
TCF7L2,ITGA5
TCF7L2,ITPR1
TCF7L2,JAK2
TCF7L2,JAZF1
TCF7L2,KAT2B
TCF7L2,KCNN4
TCF7L2,KDM4D
TCF7L2,KLF7
TCF7L2,KLF9
TCF7L2,LHFPL6
TCF7L2,LIMD2
TCF7L2,LOXL2
TCF7L2,LRP3
TCF7L2,LRP4
TCF7L2,LYN
TCF7L2,LYRM9
TCF7L2,LYST
TCF7L2,MAGEH1
TCF7L2,MAP1B
TCF7L2,MAP9
TCF7L2,MAPK11
TCF7L2,MBOAT2
TCF7L2,MDFIC
TCF7L2,MICB
TCF7L2,MPDZ
TCF7L2,MPP1
TCF7L2,MPP2
TCF7L2,MR1
TCF7L2,MVB12B
TCF7L2,MXRA7
TCF7L2,MYBL1
TCF7L2,MYO5A
TCF7L2,NAT1
TCF7L2,NAV2
TCF7L2,NBEA
TCF7L2,NFATC1
TCF7L2,NINL
TCF7L2,NR3C1
TCF7L2,NRP2
TCF7L2,NT5M
TCF7L2,OBSL1
TCF7L2,OGFRL1
TCF7L2,OSMR
TCF7L2,OXCT1
TCF7L2,P2RX5
TCF7L2,PARVB
TCF7L2,PCDHGC3
TCF7L2,PDK3
TCF7L2,PEG10
TCF7L2,PGBD1
TCF7L2,PIK3CD
TCF7L2,PKIG
TCF7L2,PLAU
TCF7L2,PLEKHO1
TCF7L2,PSMB9
TCF7L2,PSTPIP2
TCF7L2,PTPRG
TCF7L2,PTPRS
TCF7L2,PTPRU
TCF7L2,PXK
TCF7L2,QKI
TCF7L2,RAB31
TCF7L2,RAB3IL1
TCF7L2,RASSF8
TCF7L2,RECK
TCF7L2,RGS20
TCF7L2,RGS9
TCF7L2,RIN3
TCF7L2,ROBO1
TCF7L2,RPL39L
TCF7L2,RTL8C
TCF7L2,RUSC2
TCF7L2,S1PR2
TCF7L2,SATB2
TCF7L2,SCD5
TCF7L2,SDC3
TCF7L2,SEMA4F
TCF7L2,SEMA7A
TCF7L2,SEPTIN6
TCF7L2,SGCE
TCF7L2,SH3BP5
TCF7L2,SIRT4
TCF7L2,SIX1
TCF7L2,SLC12A5
TCF7L2,SLC30A4
TCF7L2,SLC4A3
TCF7L2,SLC6A9
TCF7L2,SLCO3A1
TCF7L2,SMO
TCF7L2,SNRPN
TCF7L2,SNTA1
TCF7L2,SNX10
TCF7L2,SOAT1
TCF7L2,SOCS2
TCF7L2,SOCS3
TCF7L2,SOGA1
TCF7L2,SPART
TCF7L2,SPHK1
TCF7L2,STARD13
TCF7L2,STC2
TCF7L2,STOM
TCF7L2,SYDE1
TCF7L2,SYNGR1
TCF7L2,SYNM
TCF7L2,TBKBP1
TCF7L2,TCEA2
TCF7L2,TIAM1
TCF7L2,TMEM45A
TCF7L2,TNFAIP3
TCF7L2,TPST1
TCF7L2,TRMT12
TCF7L2,TRPC1
TCF7L2,TTC28
TCF7L2,TUSC3
TCF7L2,UBE2L6
TCF7L2,WHRN
TCF7L2,WIPF1
TCF7L2,WNT3
TCF7L2,WWC3
TCF7L2,WWTR1
TCF7L2,ZBTB10
TCF7L2,ZCCHC24
TCF7L2,ZFP30
TCF7L2,ZFP37
TCF7L2,ZNF134
TCF7L2,ZNF287
TCF7L2,ZNF304
TCF7L2,ZNF345
TCF7L2,ZNF362
TCF7L2,ZNF462
TCF7L2,ZNF512B
TCF7L2,ZNF528
TCF7L2,ZNF529
TCF7L2,ZNF549
TCF7L2,ZNF583
TCF7L2,ZNF606
TCF7L2,ZNF654
TCF7L2,ZNF658
TCF7L2,ZXDB
THAP7,AASS
THAP7,ABCA3
THAP7,ADA
THAP7,ADCY7
THAP7,ADCY9
THAP7,ADGRL1
THAP7,AHNAK2
THAP7,AKT3
THAP7,ANKRD6
THAP7,ANTXR1
THAP7,APBB1
THAP7,APOBEC3C
THAP7,APOBEC3F
THAP7,ARAP3
THAP7,ARHGEF10
THAP7,ARL4C
THAP7,ARSB
THAP7,ATP10D
THAP7,ATP8B2
THAP7,B3GALNT1
THAP7,BASP1
THAP7,BCAT1
THAP7,BEX3
THAP7,BHLHB9
THAP7,CALD1
THAP7,CBR3
THAP7,CBS
THAP7,CCDC88A
THAP7,CD83
THAP7,CDK14
THAP7,CDKL3
THAP7,CERS4
THAP7,CHN1
THAP7,CHST10
THAP7,CHST11
THAP7,CHST15
THAP7,CLEC2D
THAP7,CLTCL1
THAP7,CNTLN
THAP7,CNTNAP1
THAP7,COL6A1
THAP7,COL7A1
THAP7,CPLANE1
THAP7,CPPED1
THAP7,CSF1
THAP7,CSRP2
THAP7,CTSF
THAP7,CYBRD1
THAP7,DIPK1A
THAP7,DLG4
THAP7,DNAJC6
THAP7,DPF1
THAP7,DRAM1
THAP7,DTX3
THAP7,DUSP10
THAP7,DYRK3
THAP7,DZIP1
THAP7,EGFL7
THAP7,EHD3
THAP7,ELOVL5
THAP7,EPDR1
THAP7,ERO1B
THAP7,ETNK2
THAP7,EVC
THAP7,EXOC6B
THAP7,FADS2
THAP7,FAM169A
THAP7,FAM171A1
THAP7,FAM234B
THAP7,FBLN1
THAP7,FBXL2
THAP7,FERMT2
THAP7,FGD1
THAP7,FGFR1
THAP7,FHOD3
THAP7,FKBP1B
THAP7,FOXD1
THAP7,FSCN1
THAP7,FSTL1
THAP7,FUZ
THAP7,FZD1
THAP7,FZD2
THAP7,GABBR1
THAP7,GALC
THAP7,GAMT
THAP7,GAS6
THAP7,GDAP1
THAP7,GDF11
THAP7,GJC1
THAP7,GPR161
THAP7,GPSM1
THAP7,GSDME
THAP7,GSTM2
THAP7,GSTM3
THAP7,GSTM4
THAP7,HDAC9
THAP7,HDGFL3
THAP7,HEG1
THAP7,HLTF
THAP7,HOMER2
THAP7,HSD17B6
THAP7,ID3
THAP7,IFI16
THAP7,IGFBP3
THAP7,IL27RA
THAP7,ITGA5
THAP7,ITPR1
THAP7,JAK2
THAP7,JAZF1
THAP7,KAT2B
THAP7,KCNN4
THAP7,KDM4D
THAP7,KLF7
THAP7,KLF9
THAP7,LHFPL6
THAP7,LIMD2
THAP7,LOXL2
THAP7,LRP3
THAP7,LRP4
THAP7,LYN
THAP7,LYRM9
THAP7,LYST
THAP7,MAGEH1
THAP7,MAP1B
THAP7,MAP9
THAP7,MAPK11
THAP7,MBOAT2
THAP7,MDFIC
THAP7,MICB
THAP7,MPDZ
THAP7,MPP1
THAP7,MPP2
THAP7,MR1
THAP7,MVB12B
THAP7,MXRA7
THAP7,MYBL1
THAP7,MYO5A
THAP7,NAT1
THAP7,NAV2
THAP7,NBEA
THAP7,NFATC1
THAP7,NINL
THAP7,NR3C1
THAP7,NRP2
THAP7,NT5M
THAP7,OBSL1
THAP7,OGFRL1
THAP7,OSMR
THAP7,OXCT1
THAP7,P2RX5
THAP7,PARVB
THAP7,PCDHGC3
THAP7,PDK3
THAP7,PEG10
THAP7,PGBD1
THAP7,PIK3CD
THAP7,PKIG
THAP7,PLAU
THAP7,PLEKHO1
THAP7,PSMB9
THAP7,PSTPIP2
THAP7,PTPRG
THAP7,PTPRS
THAP7,PTPRU
THAP7,PXK
THAP7,QKI
THAP7,RAB31
THAP7,RAB3IL1
THAP7,RASSF8
THAP7,RECK
THAP7,RGS20
THAP7,RGS9
THAP7,RIN3
THAP7,ROBO1
THAP7,RPL39L
THAP7,RTL8C
THAP7,RUSC2
THAP7,S1PR2
THAP7,SATB2
THAP7,SCD5
THAP7,SDC3
THAP7,SEMA4F
THAP7,SEMA7A
THAP7,SEPTIN6
THAP7,SGCE
THAP7,SH3BP5
THAP7,SIRT4
THAP7,SIX1
THAP7,SLC12A5
THAP7,SLC30A4
THAP7,SLC4A3
THAP7,SLC6A9
THAP7,SLCO3A1
THAP7,SMO
THAP7,SNRPN
THAP7,SNTA1
THAP7,SNX10
THAP7,SOAT1
THAP7,SOCS2
THAP7,SOCS3
THAP7,SOGA1
THAP7,SPART
THAP7,SPHK1
THAP7,STARD13
THAP7,STC2
THAP7,STOM
THAP7,SYDE1
THAP7,SYNGR1
THAP7,SYNM
THAP7,TBKBP1
THAP7,TCEA2
THAP7,TIAM1
THAP7,TMEM45A
THAP7,TNFAIP3
THAP7,TPST1
THAP7,TRMT12
THAP7,TRPC1
THAP7,TTC28
THAP7,TUSC3
THAP7,UBE2L6
THAP7,WHRN
THAP7,WIPF1
THAP7,WNT3
THAP7,WWC3
THAP7,WWTR1
THAP7,ZBTB10
THAP7,ZCCHC24
THAP7,ZFP30
THAP7,ZFP37
THAP7,ZNF134
THAP7,ZNF287
THAP7,ZNF304
THAP7,ZNF345
THAP7,ZNF362
THAP7,ZNF462
THAP7,ZNF512B
THAP7,ZNF528
THAP7,ZNF529
THAP7,ZNF549
THAP7,ZNF583
THAP7,ZNF606
THAP7,ZNF654
THAP7,ZNF658
THAP7,ZXDB
TMEM242,AASS
TMEM242,ABCA3
TMEM242,ADA
TMEM242,ADCY7
TMEM242,ADCY9
TMEM242,ADGRL1
TMEM242,AHNAK2
TMEM242,AKT3
TMEM242,ANKRD6
TMEM242,ANTXR1
TMEM242,APBB1
TMEM242,APOBEC3C
TMEM242,APOBEC3F
TMEM242,ARAP3
TMEM242,ARHGEF10
TMEM242,ARL4C
TMEM242,ARSB
TMEM242,ATP10D
TMEM242,ATP8B2
TMEM242,B3GALNT1
TMEM242,BASP1
TMEM242,BCAT1
TMEM242,BEX3
TMEM242,BHLHB9
TMEM242,CALD1
TMEM242,CBR3
TMEM242,CBS
TMEM242,CCDC88A
TMEM242,CD83
TMEM242,CDK14
TMEM242,CDKL3
TMEM242,CERS4
TMEM242,CHN1
TMEM242,CHST10
TMEM242,CHST11
TMEM242,CHST15
TMEM242,CLEC2D
TMEM242,CLTCL1
TMEM242,CNTLN
TMEM242,CNTNAP1
TMEM242,COL6A1
TMEM242,COL7A1
TMEM242,CPLANE1
TMEM242,CPPED1
TMEM242,CSF1
TMEM242,CSRP2
TMEM242,CTSF
TMEM242,CYBRD1
TMEM242,DIPK1A
TMEM242,DLG4
TMEM242,DNAJC6
TMEM242,DPF1
TMEM242,DRAM1
TMEM242,DTX3
TMEM242,DUSP10
TMEM242,DYRK3
TMEM242,DZIP1
TMEM242,EGFL7
TMEM242,EHD3
TMEM242,ELOVL5
TMEM242,EPDR1
TMEM242,ERO1B
TMEM242,ETNK2
TMEM242,EVC
TMEM242,EXOC6B
TMEM242,FADS2
TMEM242,FAM169A
TMEM242,FAM171A1
TMEM242,FAM234B
TMEM242,FBLN1
TMEM242,FBXL2
TMEM242,FERMT2
TMEM242,FGD1
TMEM242,FGFR1
TMEM242,FHOD3
TMEM242,FKBP1B
TMEM242,FOXD1
TMEM242,FSCN1
TMEM242,FSTL1
TMEM242,FUZ
TMEM242,FZD1
TMEM242,FZD2
TMEM242,GABBR1
TMEM242,GALC
TMEM242,GAMT
TMEM242,GAS6
TMEM242,GDAP1
TMEM242,GDF11
TMEM242,GJC1
TMEM242,GPR161
TMEM242,GPSM1
TMEM242,GSDME
TMEM242,GSTM2
TMEM242,GSTM3
TMEM242,GSTM4
TMEM242,HDAC9
TMEM242,HDGFL3
TMEM242,HEG1
TMEM242,HLTF
TMEM242,HOMER2
TMEM242,HSD17B6
TMEM242,ID3
TMEM242,IFI16
TMEM242,IGFBP3
TMEM242,IL27RA
TMEM242,ITGA5
TMEM242,ITPR1
TMEM242,JAK2
TMEM242,JAZF1
TMEM242,KAT2B
TMEM242,KCNN4
TMEM242,KDM4D
TMEM242,KLF7
TMEM242,KLF9
TMEM242,LHFPL6
TMEM242,LIMD2
TMEM242,LOXL2
TMEM242,LRP3
TMEM242,LRP4
TMEM242,LYN
TMEM242,LYRM9
TMEM242,LYST
TMEM242,MAGEH1
TMEM242,MAP1B
TMEM242,MAP9
TMEM242,MAPK11
TMEM242,MBOAT2
TMEM242,MDFIC
TMEM242,MICB
TMEM242,MPDZ
TMEM242,MPP1
TMEM242,MPP2
TMEM242,MR1
TMEM242,MVB12B
TMEM242,MXRA7
TMEM242,MYBL1
TMEM242,MYO5A
TMEM242,NAT1
TMEM242,NAV2
TMEM242,NBEA
TMEM242,NFATC1
TMEM242,NINL
TMEM242,NR3C1
TMEM242,NRP2
TMEM242,NT5M
TMEM242,OBSL1
TMEM242,OGFRL1
TMEM242,OSMR
TMEM242,OXCT1
TMEM242,P2RX5
TMEM242,PARVB
TMEM242,PCDHGC3
TMEM242,PDK3
TMEM242,PEG10
TMEM242,PGBD1
TMEM242,PIK3CD
TMEM242,PKIG
TMEM242,PLAU
TMEM242,PLEKHO1
TMEM242,PSMB9
TMEM242,PSTPIP2
TMEM242,PTPRG
TMEM242,PTPRS
TMEM242,PTPRU
TMEM242,PXK
TMEM242,QKI
TMEM242,RAB31
TMEM242,RAB3IL1
TMEM242,RASSF8
TMEM242,RECK
TMEM242,RGS20
TMEM242,RGS9
TMEM242,RIN3
